path,currency,label
data\THB\THAI20\THAI20_45.jpg,THB,THAI20
data\THB\THAI500\THAI500_129.jpg,THB,THAI500
data\THB\THAI1000\THAI1000_137.jpg,THB,THAI1000
data\THB\THAI100\THAI100_140.jpg,THB,THAI100
data\THB\THAI500\THAI500_84.jpg,THB,THAI500
data\THB\THAI100\THAI100_108.jpg,THB,THAI100
data\THB\THAI50\THAI50_155.jpg,THB,THAI50
data\THB\THAI100\THAI100_40.jpg,THB,THAI100
data\THB\THAI500\THAI500_136.jpg,THB,THAI500
data\THB\THAI1000\THAI1000_12.jpg,THB,THAI1000
data\THB\THAI100\THAI100_112.jpg,THB,THAI100
data\THB\THAI1000\THAI1000_158.jpg,THB,THAI1000
data\THB\THAI100\THAI100_127.jpg,THB,THAI100
data\THB\THAI20\THAI20_23.jpg,THB,THAI20
data\THB\THAI1000\THAI1000_155.jpg,THB,THAI1000
data\THB\THAI500\THAI500_59.jpg,THB,THAI500
data\THB\THAI100\THAI100_95.jpg,THB,THAI100
data\THB\THAI20\THAI20_126.jpg,THB,THAI20
data\THB\THAI20\THAI20_2.jpg,THB,THAI20
data\THB\THAI50\THAI50_9.jpg,THB,THAI50
data\THB\THAI100\THAI100_17.jpg,THB,THAI100
data\THB\THAI1000\THAI1000_26.jpg,THB,THAI1000
data\THB\THAI500\THAI500_49.jpg,THB,THAI500
data\THB\THAI500\THAI500_9.jpg,THB,THAI500
data\THB\THAI1000\THAI1000_62.jpg,THB,THAI1000
data\THB\THAI500\THAI500_12.jpg,THB,THAI500
data\THB\THAI1000\THAI1000_76.jpg,THB,THAI1000
data\THB\THAI100\THAI100_120.jpg,THB,THAI100
data\THB\THAI500\THAI500_36.jpg,THB,THAI500
data\THB\THAI20\THAI20_76.jpg,THB,THAI20
data\THB\THAI20\THAI20_71.jpg,THB,THAI20
data\THB\THAI20\THAI20_47.jpg,THB,THAI20
data\THB\THAI500\THAI500_18.jpg,THB,THAI500
data\THB\THAI500\THAI500_40.jpg,THB,THAI500
data\THB\THAI50\THAI50_144.jpg,THB,THAI50
data\THB\THAI20\THAI20_73.jpg,THB,THAI20
data\THB\THAI50\THAI50_92.jpg,THB,THAI50
data\THB\THAI500\THAI500_65.jpg,THB,THAI500
data\THB\THAI100\THAI100_82.jpg,THB,THAI100
data\THB\THAI100\THAI100_46.jpg,THB,THAI100
data\THB\THAI50\THAI50_60.jpg,THB,THAI50
data\THB\THAI20\THAI20_32.jpg,THB,THAI20
data\THB\THAI50\THAI50_118.jpg,THB,THAI50
data\THB\THAI50\THAI50_108.jpg,THB,THAI50
data\THB\THAI1000\THAI1000_92.jpg,THB,THAI1000
data\THB\THAI500\THAI500_74.jpg,THB,THAI500
data\THB\THAI100\THAI100_15.jpg,THB,THAI100
data\THB\THAI500\THAI500_145.jpg,THB,THAI500
data\THB\THAI500\THAI500_82.jpg,THB,THAI500
data\THB\THAI20\THAI20_154.jpg,THB,THAI20
data\THB\THAI20\THAI20_40.jpg,THB,THAI20
data\THB\THAI100\THAI100_145.jpg,THB,THAI100
data\THB\THAI20\THAI20_28.jpg,THB,THAI20
data\THB\THAI100\THAI100_91.jpg,THB,THAI100
data\THB\THAI50\THAI50_143.jpg,THB,THAI50
data\THB\THAI100\THAI100_119.jpg,THB,THAI100
data\THB\THAI100\THAI100_24.jpg,THB,THAI100
data\THB\THAI50\THAI50_70.jpg,THB,THAI50
data\THB\THAI100\THAI100_123.jpg,THB,THAI100
data\THB\THAI20\THAI20_124.jpg,THB,THAI20
data\THB\THAI1000\THAI1000_113.jpg,THB,THAI1000
data\THB\THAI1000\THAI1000_11.jpg,THB,THAI1000
data\THB\THAI100\THAI100_28.jpg,THB,THAI100
data\THB\THAI20\THAI20_24.jpg,THB,THAI20
data\THB\THAI100\THAI100_157.jpg,THB,THAI100
data\THB\THAI100\THAI100_56.jpg,THB,THAI100
data\THB\THAI100\THAI100_131.jpg,THB,THAI100
data\THB\THAI50\THAI50_147.jpg,THB,THAI50
data\THB\THAI500\THAI500_79.jpg,THB,THAI500
data\THB\THAI20\THAI20_55.jpg,THB,THAI20
data\THB\THAI500\THAI500_4.jpg,THB,THAI500
data\THB\THAI50\THAI50_120.jpg,THB,THAI50
data\THB\THAI500\THAI500_8.jpg,THB,THAI500
data\THB\THAI500\THAI500_159.jpg,THB,THAI500
data\THB\THAI100\THAI100_4.jpg,THB,THAI100
data\THB\THAI50\THAI50_146.jpg,THB,THAI50
data\THB\THAI100\THAI100_58.jpg,THB,THAI100
data\THB\THAI100\THAI100_102.jpg,THB,THAI100
data\THB\THAI100\THAI100_63.jpg,THB,THAI100
data\THB\THAI500\THAI500_160.jpg,THB,THAI500
data\THB\THAI1000\THAI1000_30.jpg,THB,THAI1000
data\THB\THAI20\THAI20_64.jpg,THB,THAI20
data\THB\THAI50\THAI50_149.jpg,THB,THAI50
data\THB\THAI500\THAI500_131.jpg,THB,THAI500
data\THB\THAI50\THAI50_122.jpg,THB,THAI50
data\THB\THAI100\THAI100_68.jpg,THB,THAI100
data\THB\THAI1000\THAI1000_126.jpg,THB,THAI1000
data\THB\THAI100\THAI100_138.jpg,THB,THAI100
data\THB\THAI100\THAI100_29.jpg,THB,THAI100
